model_type,fusion_type,alpha,expert_id,model_architecture,test_type,attack_type,corruption_type,severity_level,epsilon,accuracy,loss,correct_predictions,total_predictions,timestamp
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,elastic_transform,2,N/A,4.83,5.730504379996771,483,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,elastic_transform,3,N/A,3.04,6.198433568206014,304,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,elastic_transform,4,N/A,2.52,6.297698232192028,252,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,elastic_transform,5,N/A,2.02,6.348207190066954,202,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,pixelate,1,N/A,3.87,6.70095281963107,387,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,pixelate,2,N/A,3.17,6.406976373889778,317,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,pixelate,3,N/A,1.97,6.685802628722372,197,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,pixelate,4,N/A,1.45,6.737886634054063,145,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,pixelate,5,N/A,1.68,5.924452316911915,168,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,jpeg_compression,1,N/A,7.19,5.003609844400913,719,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,jpeg_compression,2,N/A,14.54,4.057418838331971,1454,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,jpeg_compression,3,N/A,20.11,3.565147158465808,2011,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,jpeg_compression,4,N/A,32.07,2.677940979788575,3207,10000,2025-09-09 00:02:47
expert_1,simpleAddition,1.0,1,DenseNet121,corruption,N/A,jpeg_compression,5,N/A,48.23,1.8960854629927044,4823,10000,2025-09-09 00:02:47
expert_2,simpleAddition,1.0,2,DenseNet121,corruption,N/A,gaussian_noise,1,N/A,34.66,2.60920232157164,3466,10000,2025-09-09 00:48:03
expert_2,simpleAddition,1.0,2,DenseNet121,corruption,N/A,gaussian_noise,2,N/A,21.44,3.4105738748477985,2144,10000,2025-09-09 00:48:03
expert_2,simpleAddition,1.0,2,DenseNet121,corruption,N/A,gaussian_noise,3,N/A,12.41,4.138846382310119,1241,10000,2025-09-09 00:48:03
expert_2,simpleAddition,1.0,2,DenseNet121,corruption,N/A,gaussian_noise,4,N/A,9.81,4.4389444544345515,981,10000,2025-09-09 00:48:03
expert_2,simpleAddition,1.0,2,DenseNet121,corruption,N/A,gaussian_noise,5,N/A,7.66,4.699608633789835,766,10000,2025-09-09 00:48:03
expert_2,simpleAddition,1.0,2,DenseNet121,corruption,N/A,shot_noise,1,N/A,11.63,4.211115553409239,1163,10000,2025-09-09 00:48:03
expert_2,simpleAddition,1.0,2,DenseNet121,corruption,N/A,shot_noise,2,N/A,4.13,5.234737112552305,413,10000,2025-09-09 00:48:03
expert_2,simpleAddition,1.0,2,DenseNet121,corruption,N/A,shot_noise,3,N/A,1.85,5.884276480614385,185,10000,2025-09-09 00:48:03
