epoch,train_loss,val_loss,val_accuracy,experts_lr,fusion_lr,global_head_lr,loss_global,loss_individual,loss_total,expert_0_accuracy,expert_1_accuracy,expert_2_accuracy,expert_3_accuracy,expert_0_loss,expert_1_loss,expert_2_loss,expert_3_loss,alpha,fusion_type,timestamp
72,7.248240795135498,7.627768797302246,73.04,1e-05,0.0001,0.0001,0.7786430366516113,6.469597787475586,7.248240795135498,56.58,54.97,53.48,55.15,1.5957639595031738,1.5762268999099731,1.6947155019760132,1.6028914413452149,1.0,TransformerBase,2025-09-08 22:01:33
73,7.240109742736816,7.587923388671875,72.83,1e-05,0.0001,0.0001,0.7848972566604614,6.4552125,7.240109742736816,56.57,55.04,53.85,54.99,1.594838069152832,1.5770303466796876,1.6899849796295165,1.593359103012085,1.0,TransformerBase,2025-09-08 22:02:29
74,7.168779020690918,7.642725657653808,72.78,1e-05,0.0001,0.0001,0.7826691160202026,6.386109886169433,7.168779020690918,56.71,55.01,54.02,55.26,1.5734542581558228,1.5661637319564818,1.6720349309921265,1.5744569725036621,1.0,TransformerBase,2025-09-08 22:03:26
75,7.064543905639648,7.622763136291504,73.08,1e-05,0.0001,0.0001,0.7627932516098023,6.301750686645508,7.064543905639648,56.94,55.42,54.12,55.59,1.5468890941619873,1.539698976135254,1.6520090534210206,1.5631535900115967,1.0,TransformerBase,2025-09-08 22:04:23
76,7.0745685653686525,7.569653035736084,72.9,1e-05,0.0001,0.0001,0.7718585625648499,6.302709996032715,7.0745685653686525,56.84,55.66,54.26,55.81,1.5534488773345947,1.5491545501708985,1.6361897808074952,1.5639167757034302,1.0,TransformerBase,2025-09-08 22:05:19
77,7.159394874572754,7.604754554748535,72.77,1e-05,0.0001,0.0001,0.7996523708343506,6.359742495727539,7.159394874572754,56.77,55.61,54.1,55.8,1.5696842025756836,1.556546049118042,1.6509175010681152,1.5825947341918944,1.0,TransformerBase,2025-09-08 22:06:16
78,7.062800685119629,7.57818701171875,72.58,1e-05,0.0001,0.0001,0.7825658102035522,6.280234881591797,7.062800685119629,56.84,55.5,54.42,55.94,1.5517096343994141,1.5306364500045777,1.6351204893112183,1.5627683177947997,1.0,TransformerBase,2025-09-08 22:07:13
79,6.922588040161132,7.601747510528565,72.48,1e-05,0.0001,0.0001,0.7557936120033264,6.16679446105957,6.922588040161132,56.88,56.21,54.65,56.01,1.5250930618286134,1.5049929397583008,1.606506872177124,1.5302016206741333,1.0,TransformerBase,2025-09-08 22:08:09
80,6.94132696609497,7.596973264312744,72.71,1e-05,0.0001,0.0001,0.7495477704048157,6.191779210662842,6.94132696609497,57.05,56.02,54.56,56.05,1.5150527669906617,1.5187355674743652,1.6181630350112914,1.5398278396606446,1.0,TransformerBase,2025-09-08 22:09:07
81,6.827000244140625,7.5150339241027835,72.78,1e-05,0.0001,0.0001,0.7555130344390869,6.071487190246582,6.827000244140625,57.08,55.91,54.71,55.71,1.495873162841797,1.4773414939880372,1.6009726318359374,1.4972998668670654,1.0,TransformerBase,2025-09-08 22:10:04
82,6.894066916656494,7.530640306854248,72.84,1e-05,0.0001,0.0001,0.7693799695968628,6.124686932373047,6.894066916656494,57.24,55.99,54.76,56.38,1.516646330833435,1.5013453241348267,1.595550323867798,1.5111449174880982,1.0,TransformerBase,2025-09-08 22:11:01
83,6.842114120483399,7.563904925537109,72.7,1e-05,0.0001,0.0001,0.7628863613128662,6.079227729034423,6.842114120483399,57.16,56.08,54.86,56.1,1.4969240003585815,1.4766799362182617,1.5981026149749755,1.507521118927002,1.0,TransformerBase,2025-09-08 22:11:57
84,6.793998596191407,7.440594515991211,73.08,1e-05,0.0001,0.0001,0.7606460472106934,6.033352541351318,6.793998596191407,57.38,56.09,54.91,56.41,1.4948698356628418,1.4768283939361573,1.5658752298355103,1.4957790937423705,1.0,TransformerBase,2025-09-08 22:12:54
85,6.730973783874512,7.5633910949707035,72.56,1e-05,0.0001,0.0001,0.7397113260269165,5.991262475585938,6.730973783874512,57.42,56.47,54.78,56.49,1.4782754955291748,1.456910040664673,1.5655135986328126,1.490563356781006,1.0,TransformerBase,2025-09-08 22:13:51
86,6.655486088562012,7.5161745010375975,72.96,1e-05,0.0001,0.0001,0.7386728963851928,5.916813198852539,6.655486088562012,57.73,55.99,55.11,56.67,1.4607803825378418,1.434441627597809,1.5541852066040038,1.4674060146331787,1.0,TransformerBase,2025-09-08 22:14:48
87,6.5921220809936525,7.490803294372559,73.2,1e-05,0.0001,0.0001,0.7184298595428467,5.873692222595215,6.5921220809936525,58.01,56.67,55.2,56.53,1.446640760231018,1.4251105617523194,1.5367499641418456,1.4651909330368043,1.0,TransformerBase,2025-09-08 22:15:45
88,6.593001341247558,7.526157021331787,72.72,1e-05,0.0001,0.0001,0.7282048581123352,5.864796479797363,6.593001341247558,57.89,56.54,55.46,56.64,1.4426359819412231,1.427802102279663,1.5484204166412354,1.4459380458831788,1.0,TransformerBase,2025-09-08 22:16:41
89,6.5715865112304686,7.468575660705566,73.17,1e-05,0.0001,0.0001,0.7344407335281372,5.837145767974853,6.5715865112304686,57.84,56.91,55.15,56.72,1.4345648487091065,1.4236663423538207,1.5277075952529908,1.4512069971084596,1.0,TransformerBase,2025-09-08 22:17:37
90,6.513581210327149,7.517698664855957,73.02,1e-05,0.0001,0.0001,0.7220486911773681,5.791532498168945,6.513581210327149,58.06,56.39,55.41,56.82,1.4277906768798827,1.4140625982284545,1.5152384700775146,1.4344407289505006,1.0,TransformerBase,2025-09-08 22:18:36
91,6.461816317749023,7.499669132995606,72.98,1e-05,0.0001,0.0001,0.7254710876464844,5.736345237731934,6.461816317749023,57.96,56.72,55.42,57.1,1.4153617515563965,1.4017368522644043,1.493662889099121,1.425583734512329,1.0,TransformerBase,2025-09-08 22:19:32
92,6.484922680664062,7.474709342193604,72.98,1e-05,0.0001,0.0001,0.7375893879890442,5.747333323669434,6.484922680664062,58.17,56.61,55.74,56.78,1.424358832359314,1.4028603313446044,1.5022192235946654,1.417894949913025,1.0,TransformerBase,2025-09-08 22:20:29
93,6.362012217712403,7.4575704574584964,72.51,1e-05,0.0001,0.0001,0.7039114271163941,5.65810078125,6.362012217712403,58.12,56.91,55.8,57.27,1.3966238330841065,1.3825488845825196,1.4875006175994874,1.391427417755127,1.0,TransformerBase,2025-09-08 22:21:25
94,6.399304033660889,7.463757145690918,73.03,1e-05,0.0001,0.0001,0.7191843070983887,5.680119709777832,6.399304033660889,58.32,56.82,55.68,57.18,1.4035326354980469,1.384190742111206,1.491149613571167,1.401246724510193,1.0,TransformerBase,2025-09-08 22:22:22
95,6.323042091369629,7.51903526687622,72.21,1e-05,0.0001,0.0001,0.700494919872284,5.622547178649902,6.323042091369629,58.07,56.76,55.98,57.18,1.391730764579773,1.3564675285339356,1.465464263153076,1.4088846450805663,1.0,TransformerBase,2025-09-08 22:23:18
96,6.368378053283691,7.487866477203369,72.44,1e-05,0.0001,0.0001,0.7125261577606201,5.655851899719238,6.368378053283691,58.35,56.71,56.29,57.28,1.3986005046844483,1.386713402557373,1.477961166381836,1.3925768356323243,1.0,TransformerBase,2025-09-08 22:24:14
